,Unnamed: 0,Unnamed: 0_x,date,ACER,ALNUS,AMBROSIA,ARTEMISIA,BETULA,CANNABACEAE,CARPINUS,CELTIS,CHENOP/AMAR.,CORYLUS,CUPRESS/TAXA.,FAGUS,FRAXINUS,JUGLANS,MORACEAE,PINACEAE,PLANTAGO,PLATANUS,POACEAE,POPULUS,QUERCUS,RUMEX,SALIX,TILIA,ULMACEAE,URTICACEAE,Unnamed: 0.1,Unnamed: 0_y,tavg,tmin,tmax,prcp,wdir,wspd
552,1096,3794,2016-02-12,0,0,0,0,3,0,0,0,0,1,8,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,5156.0,5156.0,6.9,2.5,11.4,0.0,172.8,6.1
553,1097,3795,2016-02-13,0,0,0,0,1,0,0,0,0,12,185,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5157.0,5157.0,8.1,5.6,10.5,10.7,175.20000000000002,6.6
554,1098,3796,2016-02-14,0,19,0,0,33,0,0,0,0,41,960,0,68,0,0,0,0,0,0,5,1,0,0,0,49,0,5158.0,5158.0,13.8,5.5,21.2,0.0,177.6,7.4
555,1099,3797,2016-02-15,0,29,0,0,59,0,0,0,0,29,172,0,82,0,0,0,0,0,0,3,0,0,0,0,31,0,5159.0,5159.0,17.4,12.2,23.9,0.1,180.0,11.4
556,1100,3798,2016-02-16,0,10,0,0,14,0,0,0,0,30,151,0,26,0,0,0,0,0,0,25,0,0,0,0,16,0,5160.0,5160.0,13.9,9.7,22.5,0.0,142.0,12.5
557,1101,3799,2016-02-17,0,5,0,0,7,0,0,0,0,20,51,0,18,0,0,0,0,0,0,14,0,0,0,0,10,0,5161.0,5161.0,9.8,6.8,14.9,0.0,104.0,8.0
558,1102,3800,2016-02-18,0,4,0,0,1,0,1,0,0,5,3,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,5162.0,5162.0,9.3,8.2,11.3,4.1,66.0,14.5
559,1103,3801,2016-02-19,0,1,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,5163.0,5163.0,7.6,6.6,10.3,2.2,73.57142857142857,8.5
560,1104,3802,2016-02-20,0,2,0,0,1,0,0,0,0,3,7,0,4,0,0,0,0,0,0,25,0,0,0,0,2,0,5164.0,5164.0,4.7,3.9,6.8,2.6,81.14285714285714,13.2
561,1105,3803,2016-02-21,0,15,0,0,3,0,8,0,0,7,5,0,8,0,0,0,0,0,0,41,0,0,0,0,17,0,5165.0,5165.0,6.2,1.1,12.4,0.0,88.71428571428572,5.1
562,1106,3804,2016-02-22,0,3,0,0,12,0,3,0,0,5,82,0,17,0,0,0,0,0,0,38,0,0,0,0,17,0,5166.0,5166.0,11.3,1.8,21.7,0.0,96.28571428571428,7.3
563,1107,3805,2016-02-23,0,3,0,0,2,0,0,0,0,5,45,0,6,0,0,0,0,0,0,59,0,0,1,0,11,0,5167.0,5167.0,13.1,5.9,18.1,12.6,103.85714285714285,5.2
564,1108,3806,2016-02-24,0,3,0,0,1,0,2,0,0,0,15,0,4,0,0,0,0,0,0,40,0,0,1,0,5,0,5168.0,5168.0,7.4,4.8,16.3,2.7,111.42857142857144,13.8
565,1109,3807,2016-02-25,0,0,0,0,4,0,1,0,0,1,4,0,0,0,0,0,0,0,0,10,0,0,1,0,4,0,5169.0,5169.0,8.2,1.8,15.7,0.0,119.0,6.2
566,1110,3808,2016-02-26,0,1,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,6,0,0,0,0,2,0,5170.0,5170.0,7.2,3.2,13.7,4.6,20.0,16.8
567,1111,3809,2016-02-27,0,1,0,0,0,0,3,0,0,1,4,0,5,0,0,0,0,0,0,14,0,0,0,0,3,0,5171.0,5171.0,6.1,2.9,12.3,0.0,45.0,4.2
568,1112,3810,2016-02-28,1,6,0,0,7,0,1,0,0,0,82,0,5,0,0,0,0,0,0,52,2,0,8,0,10,0,5172.0,5172.0,8.2,2.0,14.8,0.0,70.0,10.4
569,1113,3811,2016-02-29,0,1,0,0,0,0,1,0,0,1,13,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,5173.0,5173.0,13.8,10.3,18.6,6.0,95.0,18.5
570,1114,3812,2016-03-01,0,0,0,0,1,0,12,0,0,0,11,0,13,0,0,0,0,0,0,21,0,0,1,0,2,0,5174.0,5174.0,11.8,6.0,18.7,0.0,104.16666666666666,10.7
571,1115,3813,2016-03-02,0,5,0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,5175.0,5175.0,6.2,3.9,10.7,0.0,113.33333333333331,14.8
572,1116,3814,2016-03-03,0,2,0,0,1,0,2,0,0,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5176.0,5176.0,7.8,-0.2,17.0,4.0,122.5,7.3
573,1117,3815,2016-03-04,0,0,0,0,1,0,0,0,0,0,10,0,6,0,0,0,0,0,0,3,0,0,12,0,0,0,5177.0,5177.0,6.4,4.9,12.4,0.4,131.66666666666666,9.5
574,1118,3816,2016-03-05,0,1,0,0,0,0,16,0,0,1,10,0,1,0,0,0,0,0,0,27,0,0,1,0,0,0,5178.0,5178.0,8.6,2.1,15.7,0.0,140.83333333333331,7.1
575,1119,3817,2016-03-06,2,3,0,0,0,0,55,0,0,2,15,0,0,0,0,1,0,0,0,100,9,0,16,0,6,0,5179.0,5179.0,12.6,8.4,20.1,0.0,150.0,13.1
576,1120,3818,2016-03-07,6,1,0,0,1,0,3,0,0,0,31,0,0,0,0,0,0,0,0,6,0,0,3,0,1,0,5180.0,5180.0,6.9,3.1,13.5,18.9,135.85714285714283,9.7
577,1121,3819,2016-03-08,6,0,0,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,6,0,1,0,5181.0,5181.0,8.8,3.4,16.0,0.0,121.7142857142857,4.1
578,1122,3820,2016-03-09,76,0,0,0,4,0,8,0,0,0,5,0,1,0,0,0,0,0,0,22,3,0,37,0,0,0,5182.0,5182.0,8.3,3.2,15.0,7.7,107.57142857142856,9.6
579,1123,3821,2016-03-10,45,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,3,1,0,35,0,1,0,5183.0,5183.0,8.8,7.5,12.2,8.6,93.42857142857142,10.9
580,1124,3822,2016-03-11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5184.0,5184.0,7.8,7.0,9.8,1.4,79.28571428571428,8.2
581,1125,3823,2016-03-12,156,0,0,0,8,0,7,0,0,0,4,0,0,0,0,0,0,0,0,5,5,0,16,0,0,0,5185.0,5185.0,8.4,3.5,14.0,1.1,65.14285714285714,7.7
582,1126,3824,2016-03-13,1,0,0,0,2,0,3,0,0,0,3,0,1,0,0,0,0,0,0,2,2,0,12,0,0,0,5186.0,5186.0,7.2,6.5,8.4,4.0,51.0,13.2
583,1127,3825,2016-03-14,0,0,0,0,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,6,0,0,0,5187.0,5187.0,6.7,4.1,9.9,0.0,42.0,13.1
584,1128,3826,2016-03-15,1,1,0,0,11,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,1,0,0,0,5188.0,5188.0,6.5,2.8,11.5,0.0,53.5,9.1
585,1129,3827,2016-03-16,6,0,0,0,6,0,17,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5189.0,5189.0,7.4,5.4,11.2,0.0,65.0,16.5
586,1130,3828,2016-03-17,12,0,0,0,6,0,17,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,5190.0,5190.0,5.8,-0.6,13.2,0.0,95.375,6.2
587,1131,3829,2016-03-18,6,0,0,0,8,0,46,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,1,0,5191.0,5191.0,6.8,-0.8,14.7,0.0,125.75,5.9
588,1132,3830,2016-03-19,19,3,0,0,171,0,57,0,0,0,45,0,0,0,0,0,0,0,0,6,1,0,45,0,0,0,5192.0,5192.0,7.3,1.6,14.3,0.0,156.125,8.9
589,1133,3831,2016-03-20,3,1,0,0,236,0,194,0,0,0,37,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5193.0,5193.0,9.2,1.7,18.4,0.0,186.5,4.7
590,1134,3832,2016-03-21,1,1,0,0,305,0,19,0,0,5,10,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,5194.0,5194.0,10.3,3.4,17.6,4.1,216.875,4.5
591,1135,3833,2016-03-22,4,1,0,0,185,0,5,0,0,3,6,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,5195.0,5195.0,8.4,6.1,14.1,1.9,247.25,11.0
592,1136,3834,2016-03-23,0,0,0,0,16,0,6,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5196.0,5196.0,7.1,5.4,9.8,10.8,277.625,12.45
593,1137,3835,2016-03-24,0,0,0,0,172,0,14,0,0,7,2,0,0,0,0,0,0,0,0,16,0,0,7,0,0,0,5197.0,5197.0,4.8,1.8,9.0,1.1,308.0,13.9
594,1138,3836,2016-03-25,8,0,0,0,188,0,47,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,5198.0,5198.0,3.2,0.3,7.6,0.0,293.8666666666667,12.1
595,1139,3837,2016-03-26,0,0,0,0,128,0,19,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,5199.0,5199.0,5.0,-3.0,11.6,1.7,279.7333333333333,6.9
596,1140,3838,2016-03-27,1,0,0,0,37,0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5200.0,5200.0,6.2,4.2,11.9,0.2,265.6,5.9
597,1141,3839,2016-03-28,0,0,0,0,189,0,172,0,0,0,8,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,5201.0,5201.0,8.7,-1.2,16.8,0.0,251.46666666666664,4.9
598,1142,3840,2016-03-29,0,0,0,0,177,0,57,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,5202.0,5202.0,10.6,7.9,13.9,1.8,237.3333333333333,4.2
599,1143,3841,2016-03-30,2,0,0,0,391,0,235,0,0,0,8,0,0,0,0,2,0,0,0,4,0,0,10,0,0,0,5203.0,5203.0,12.9,4.1,21.4,0.0,223.2,5.5
600,1144,3842,2016-03-31,0,0,0,0,397,0,370,0,0,0,35,0,4,0,0,0,0,0,0,4,0,0,10,0,0,0,5204.0,5204.0,15.4,5.0,25.3,0.0,209.06666666666663,5.6
601,1145,3843,2016-04-01,9,0,0,0,239,0,350,0,0,0,11,0,2,0,0,0,0,0,0,2,4,0,10,0,0,0,5205.0,5205.0,18.2,8.2,29.0,0.0,194.9333333333333,4.5
602,1146,3844,2016-04-02,2,0,0,0,402,0,371,0,0,0,16,0,4,0,0,0,0,0,0,2,2,0,12,0,0,0,5206.0,5206.0,14.8,11.4,19.6,0.0,180.8,15.7
603,1147,3845,2016-04-03,2,0,0,0,462,0,390,0,0,0,24,0,6,0,0,1,0,0,0,3,4,0,16,0,0,0,5207.0,5207.0,14.9,6.8,24.2,0.0,166.66666666666666,6.2
604,1148,3846,2016-04-04,8,0,0,0,440,0,718,0,0,0,233,3,34,23,3,0,0,34,0,5,8,0,49,0,0,0,5208.0,5208.0,18.0,10.7,27.6,0.0,152.5333333333333,5.0
605,1149,3847,2016-04-05,12,0,0,0,215,0,541,0,0,0,260,5,25,37,12,0,0,52,0,4,10,0,64,0,0,0,5209.0,5209.0,18.2,9.2,27.9,0.0,138.4,4.9
606,1150,3848,2016-04-06,10,0,0,0,280,0,470,0,0,0,242,5,27,45,16,0,0,72,0,1,14,0,54,0,0,0,5210.0,5210.0,19.1,9.4,29.2,0.0,124.26666666666668,3.9
607,1151,3849,2016-04-07,5,0,0,0,353,0,767,0,0,0,619,56,10,109,74,6,0,1252,0,0,95,0,72,0,0,0,5211.0,5211.0,19.7,10.7,28.8,0.0,110.13333333333333,4.3
608,1152,3850,2016-04-08,4,0,0,0,266,0,575,0,0,0,460,64,8,87,71,6,0,938,0,0,97,0,58,0,0,0,5212.0,5212.0,20.2,16.6,26.1,0.2,96.0,7.8
609,1153,3851,2016-04-09,2,0,0,0,110,0,325,0,0,0,252,32,6,38,60,5,0,620,0,0,42,0,38,0,0,0,5213.0,5213.0,15.1,12.0,21.6,4.6,164.66666666666666,7.0
610,1154,3852,2016-04-10,1,0,0,0,41,0,18,0,0,0,13,4,0,9,22,0,0,73,0,0,60,0,30,0,0,0,5214.0,5214.0,10.9,9.7,13.2,0.2,233.3333333333333,13.5
611,1155,3853,2016-04-11,0,0,0,0,6,0,10,0,0,0,4,6,0,10,10,2,0,10,0,6,14,0,16,0,0,0,5215.0,5215.0,11.4,9.5,15.3,0.0,302.0,13.2
612,1156,3854,2016-04-12,0,0,0,0,167,0,60,0,0,0,83,31,1,33,97,4,0,179,13,0,124,0,34,0,0,4,5216.0,5216.0,13.6,4.4,23.0,0.0,302.6666666666667,5.1
613,1157,3855,2016-04-13,0,0,0,0,117,0,126,0,0,0,134,50,4,54,109,4,0,259,6,0,115,0,54,0,0,8,5217.0,5217.0,17.3,7.1,26.5,0.0,303.3333333333333,5.0
614,1158,3856,2016-04-14,0,0,0,0,17,0,23,0,0,0,21,8,0,6,23,7,0,56,5,0,19,0,25,0,0,4,5218.0,5218.0,16.7,11.6,21.4,5.4,304.0,6.8
615,1159,3857,2016-04-15,0,0,0,0,66,0,4,0,0,0,16,25,0,37,47,1,0,29,10,0,74,0,33,0,0,31,5219.0,5219.0,14.2,10.2,20.3,0.0,304.66666666666663,8.2
616,1160,3858,2016-04-16,0,0,0,0,78,0,28,0,0,0,122,54,0,80,93,16,0,16,23,0,101,0,36,0,0,18,5220.0,5220.0,16.4,5.3,28.1,0.0,305.33333333333337,6.9
617,1161,3859,2016-04-17,0,0,0,0,86,0,33,0,0,0,142,56,0,86,90,12,0,14,20,0,111,0,48,0,0,22,5221.0,5221.0,19.2,8.5,30.1,0.0,306.0,5.3
618,1162,3860,2016-04-18,0,0,0,0,14,0,4,0,0,0,8,54,0,12,87,10,0,12,0,0,4,1,24,0,0,0,5222.0,5222.0,21.7,11.7,31.6,0.0,306.66666666666663,7.3
619,1163,3861,2016-04-19,0,0,0,0,12,0,0,0,0,0,14,19,0,8,29,18,0,21,3,0,2,0,11,0,0,12,5223.0,5223.0,18.2,16.1,24.9,0.9,307.3333333333333,15.0
620,1164,3862,2016-04-20,0,0,0,0,98,0,2,0,0,0,2,8,0,5,11,5,0,3,5,0,10,0,16,0,0,17,5224.0,5224.0,10.3,6.5,16.8,0.0,308.0,18.9
621,1165,3863,2016-04-21,0,0,0,0,14,0,0,0,0,0,0,8,0,0,12,0,0,8,8,0,0,0,6,0,0,4,5225.0,5225.0,10.2,1.5,19.2,0.0,309.3333333333333,4.7
622,1166,3864,2016-04-22,0,0,0,0,12,0,0,0,0,0,14,21,0,3,7,4,0,0,17,0,4,0,4,0,0,4,5226.0,5226.0,14.1,2.2,24.7,0.0,310.66666666666663,5.4
623,1167,3865,2016-04-23,0,0,0,0,40,0,2,0,0,0,15,10,0,8,2,14,0,2,16,0,17,4,10,0,0,7,5227.0,5227.0,16.1,7.9,24.3,7.8,312.0,5.7
624,1168,3866,2016-04-24,0,0,0,0,5,0,1,0,0,0,5,4,0,5,3,4,0,0,5,0,7,1,4,0,0,9,5228.0,5228.0,11.1,6.8,15.5,7.6,313.3333333333333,10.2
625,1169,3867,2016-04-25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5,0,0,3,0,1,1,1,0,0,0,5229.0,5229.0,5.6,3.6,8.1,0.0,314.66666666666663,13.8
626,1170,3868,2016-04-26,0,0,0,0,5,0,1,0,0,0,1,3,0,2,1,18,0,0,5,0,4,1,3,0,0,3,5230.0,5230.0,7.4,3.4,13.3,0.0,316.0,13.5
627,1171,3869,2016-04-27,0,0,0,0,5,0,0,0,0,0,1,3,0,1,0,9,0,0,17,0,8,2,3,0,0,0,5231.0,5231.0,11.3,0.1,20.6,0.0,317.0,7.3
628,1172,3870,2016-04-28,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,6,0,0,37,0,11,0,2,0,0,4,5232.0,5232.0,13.9,7.4,22.4,0.1,318.0,9.4
629,1173,3871,2016-04-29,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,1,0,0,0,5233.0,5233.0,11.8,10.4,15.3,4.4,319.0,10.9
630,1174,3872,2016-04-30,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1,5234.0,5234.0,12.3,9.4,17.4,0.0,237.0,8.1
631,1175,3873,2016-05-01,0,0,0,0,1,0,1,0,0,0,1,3,0,1,0,5,0,0,2,0,4,1,1,0,0,0,5235.0,5235.0,12.9,5.6,21.7,19.6,155.0,7.5
632,1176,3874,2016-05-02,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,10,0,6,2,0,1,0,2,0,0,0,5236.0,5236.0,12.7,10.6,15.6,26.5,73.0,16.6
633,1177,3875,2016-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5237.0,5237.0,10.1,9.2,11.7,7.6,196.5,12.4
634,1178,3876,2016-05-04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,5238.0,5238.0,10.5,8.6,13.4,2.0,320.0,12.4
635,1179,3877,2016-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5239.0,5239.0,11.8,8.9,17.5,0.3,330.0,14.8
636,1180,3878,2016-05-06,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,3,0,0,12,0,2,1,0,0,0,1,5240.0,5240.0,13.4,7.9,20.7,0.0,320.94444444444446,6.6
637,1181,3879,2016-05-07,0,0,0,0,16,0,3,0,0,0,2,3,0,0,1,2,0,3,13,0,1,0,0,0,0,1,5241.0,5241.0,13.9,8.2,22.2,0.4,311.88888888888886,5.1
638,1182,3880,2016-05-08,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2,0,3,3,0,0,0,0,0,0,0,5242.0,5242.0,14.3,9.9,21.2,0.0,302.8333333333333,5.1
639,1183,3881,2016-05-09,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,8,0,0,1,3,0,0,1,5243.0,5243.0,14.4,8.4,21.3,0.1,293.7777777777777,4.4
640,1184,3882,2016-05-10,4,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,3,0,0,4,5244.0,5244.0,13.9,8.2,21.7,1.0,284.72222222222223,4.3
641,1185,3883,2016-05-11,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,8,0,1,18,0,0,1,7,0,0,1,5245.0,5245.0,16.3,9.9,23.6,1.5,275.6666666666667,4.9
642,1186,3884,2016-05-12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,8,0,0,1,0,0,0,0,5246.0,5246.0,17.2,15.1,21.0,4.6,266.6111111111111,6.2
643,1187,3885,2016-05-13,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,6,0,1,0,0,0,0,0,5247.0,5247.0,17.5,12.2,24.7,0.2,257.55555555555554,7.9
644,1188,3886,2016-05-14,3,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,8,0,0,3,1,0,0,1,5248.0,5248.0,16.6,14.6,22.5,0.0,248.5,9.5
645,1189,3887,2016-05-15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,15,0,0,0,0,0,0,1,5249.0,5249.0,16.1,10.1,23.6,2.7,239.44444444444449,10.4
646,1190,3888,2016-05-16,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,12,0,0,0,0,0,0,4,5250.0,5250.0,8.8,7.1,11.9,0.8,230.38888888888889,10.1
647,1191,3889,2016-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,1,0,0,3,5251.0,5251.0,12.0,7.3,18.4,0.0,221.3333333333333,6.7
648,1192,3890,2016-05-18,0,0,0,0,1,0,0,0,1,0,0,4,0,1,0,3,0,0,15,0,1,5,0,0,0,2,5252.0,5252.0,12.8,4.4,19.8,0.0,212.27777777777777,4.3
649,1193,3891,2016-05-19,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,0,0,22,0,0,1,0,0,0,4,5253.0,5253.0,16.3,8.9,24.0,0.0,203.22222222222223,5.9
650,1194,3892,2016-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,2,0,0,3,5254.0,5254.0,14.7,10.1,21.8,2.3,194.16666666666663,9.0
651,1195,3893,2016-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,2,1,1,0,4,5255.0,5255.0,16.1,13.1,22.2,0.0,185.1111111111111,15.6
652,1196,3894,2016-05-22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,39,0,1,2,3,0,0,14,5256.0,5256.0,17.7,9.7,25.1,0.0,176.05555555555557,5.7
653,1197,3895,2016-05-23,0,0,0,0,0,0,1,0,5,0,2,3,0,0,0,1,0,0,35,0,0,0,3,2,0,11,5257.0,5257.0,19.2,9.8,28.0,0.0,167.0,6.8
654,1198,3896,2016-05-24,0,0,0,0,0,4,0,0,0,0,8,2,0,0,0,8,0,0,40,0,0,3,6,4,0,6,5258.0,5258.0,16.7,12.2,23.6,9.4,166.30434782608697,10.6
655,1199,3897,2016-05-25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,18,0,0,0,0,0,0,1,5259.0,5259.0,13.0,10.9,19.1,11.6,165.6086956521739,4.5
656,1200,3898,2016-05-26,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,34,0,0,30,0,1,4,1,4,0,56,5260.0,5260.0,16.7,9.6,23.5,0.0,164.91304347826085,11.2
657,1201,3899,2016-05-27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,47,0,1,3,1,5,0,38,5261.0,5261.0,18.8,10.9,26.5,0.0,164.2173913043478,7.8
658,1202,3900,2016-05-28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,27,0,0,1,1,1,0,36,5262.0,5262.0,20.7,11.6,29.6,0.0,163.52173913043475,4.3
659,1203,3901,2016-05-29,0,0,0,0,0,1,0,0,0,0,12,1,0,0,0,5,2,0,60,0,1,11,3,6,0,30,5263.0,5263.0,22.0,13.6,30.3,0.0,162.82608695652172,5.3
660,1204,3902,2016-05-30,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,6,0,0,38,0,0,2,1,1,0,10,5264.0,5264.0,22.6,15.1,30.3,0.0,162.1304347826087,5.9
661,1205,3903,2016-05-31,0,0,0,6,0,1,0,0,5,0,1,3,0,0,0,5,0,0,41,0,0,0,2,8,0,73,5265.0,5265.0,21.1,14.0,27.5,0.0,161.43478260869566,5.4
662,1206,3904,2016-06-01,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,6,0,0,28,0,0,1,1,2,0,27,5266.0,5266.0,19.8,13.9,27.1,2.8,160.73913043478262,5.2
663,1207,3905,2016-06-02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,0,0,0,1,6,0,30,5267.0,5267.0,18.7,14.6,25.1,6.5,160.04347826086956,4.1
664,1208,3906,2016-06-03,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,21,0,0,1,0,3,0,25,5268.0,5268.0,18.6,13.9,25.6,0.2,159.3478260869565,6.4
665,1209,3907,2016-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25,0,0,1,0,4,0,53,5269.0,5269.0,18.6,13.0,26.5,0.0,158.6521739130435,4.6
666,1210,3908,2016-06-05,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,18,0,0,0,0,12,0,47,5270.0,5270.0,20.2,13.3,27.9,0.8,157.95652173913044,5.2
667,1211,3909,2016-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,0,0,0,0,19,0,15,5271.0,5271.0,17.9,15.9,21.7,1.5,157.26086956521738,4.5
668,1212,3910,2016-06-07,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,31,0,0,1,0,69,0,54,5272.0,5272.0,17.4,12.1,25.2,2.4,156.56521739130434,8.4
669,1213,3911,2016-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,29,0,41,5273.0,5273.0,17.6,11.8,25.0,0.0,155.8695652173913,5.5
670,1214,3912,2016-06-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,28,0,0,1,0,36,0,48,5274.0,5274.0,19.1,11.4,27.4,0.0,155.17391304347825,5.0
