,Unnamed: 0,Unnamed: 0_x,date,ACER,ALNUS,AMBROSIA,ARTEMISIA,BETULA,CANNABACEAE,CARPINUS,CELTIS,CHENOP/AMAR.,CORYLUS,CUPRESS/TAXA.,FAGUS,FRAXINUS,JUGLANS,MORACEAE,PINACEAE,PLANTAGO,PLATANUS,POACEAE,POPULUS,QUERCUS,RUMEX,SALIX,TILIA,ULMACEAE,URTICACEAE,Unnamed: 0.1,Unnamed: 0_y,tavg,tmin,tmax,prcp,wdir,wspd
11,11,276,2016-02-13,3,3,0,0,7,0,0,0,0,4,16,0,69,0,0,6,0,0,0,18,0,0,0,0,71,0,7714.0,7714.0,8.1,6.0,13.4,3.9,0.0,0.0
12,12,277,2016-02-14,7,0,0,0,2,0,0,0,0,3,153,0,78,0,0,2,0,0,0,56,0,0,0,0,97,0,7715.0,7715.0,12.9,4.8,19.9,0.0,0.0,0.0
13,13,278,2016-02-15,0,63,0,0,1,0,0,0,0,40,210,0,99,0,0,1,0,0,0,0,0,0,0,0,76,0,7716.0,7716.0,14.5,11.4,21.2,7.3,0.0,0.0
14,14,279,2016-02-16,0,7,0,0,0,0,0,0,0,4,8,0,5,0,0,0,0,0,0,13,0,0,0,0,1,0,7717.0,7717.0,9.2,7.7,11.4,0.0,0.0,0.0
15,15,280,2016-02-17,0,5,0,0,1,0,0,0,0,7,18,0,6,0,0,0,0,0,0,99,0,0,0,0,21,0,7718.0,7718.0,10.7,7.8,14.8,0.0,0.0,0.0
16,16,281,2016-02-18,5,0,0,0,1,0,0,0,0,0,34,0,29,0,0,0,0,0,0,117,0,0,0,0,24,0,7719.0,7719.0,8.7,7.1,11.4,3.3,0.0,0.0
17,17,282,2016-02-19,0,1,0,0,0,0,0,0,0,2,2,0,8,0,0,0,0,0,0,51,0,0,0,0,54,0,7720.0,7720.0,7.3,6.3,10.8,0.9,0.0,0.0
18,18,283,2016-02-20,1,6,0,0,0,0,0,0,0,4,2,0,1,0,0,1,0,0,0,36,0,0,0,0,59,0,7721.0,7721.0,6.2,4.9,8.9,0.0,0.0,0.0
19,19,284,2016-02-21,17,7,0,0,0,0,0,0,0,10,57,0,2,0,0,0,0,0,0,160,0,0,3,0,141,0,7722.0,7722.0,8.3,3.9,12.4,0.2,0.0,0.0
20,20,285,2016-02-22,2,0,0,0,0,0,4,0,0,4,134,0,0,0,0,2,0,0,0,115,0,0,4,0,41,0,7723.0,7723.0,13.3,6.0,20.9,0.1,0.0,0.0
21,21,286,2016-02-23,1,0,0,0,0,0,2,0,0,2,43,0,3,0,0,1,0,0,0,87,0,0,2,0,28,0,7724.0,7724.0,14.0,12.0,16.4,4.2,0.0,0.0
22,22,287,2016-02-24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7725.0,7725.0,7.3,4.3,13.0,0.1,0.0,0.0
23,23,288,2016-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7726.0,7726.0,6.0,1.6,11.7,2.7,0.0,0.0
24,24,289,2016-02-26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7727.0,7727.0,5.2,3.8,9.1,6.3,0.0,0.0
25,25,290,2016-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7728.0,7728.0,6.8,3.3,11.7,0.0,0.0,0.0
26,26,291,2016-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7729.0,7729.0,8.8,6.5,12.7,0.0,0.0,0.0
27,27,292,2016-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7730.0,7730.0,10.8,8.4,15.9,3.4,0.0,0.0
28,28,293,2016-03-01,6,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0,0,16,0,0,5,0,5,0,7731.0,7731.0,8.9,5.7,14.0,1.0,0.0,0.0
29,29,294,2016-03-02,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,4,0,7732.0,7732.0,6.1,3.5,10.5,0.0,0.0,0.0
30,30,295,2016-03-03,26,0,0,0,1,0,7,0,0,0,4,0,3,0,0,0,0,0,0,31,2,0,4,0,2,0,7733.0,7733.0,9.0,3.8,14.9,6.6,0.0,0.0
31,31,296,2016-03-04,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,7734.0,7734.0,5.7,4.4,11.1,0.0,0.0,0.0
32,32,297,2016-03-05,52,0,0,0,0,0,23,0,0,0,15,0,8,0,0,0,0,0,0,62,2,0,3,0,3,0,7735.0,7735.0,9.6,3.7,15.4,0.0,0.0,0.0
33,33,298,2016-03-06,63,0,0,0,0,0,9,0,0,0,20,0,1,0,0,0,0,0,0,49,0,0,0,0,1,0,7736.0,7736.0,10.3,8.4,13.2,17.5,0.0,0.0
34,34,299,2016-03-07,76,0,0,0,4,0,19,0,0,0,4,0,4,0,0,0,0,0,0,57,0,0,5,0,0,0,7737.0,7737.0,10.0,7.0,13.8,2.1,0.0,0.0
35,35,300,2016-03-08,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,7738.0,7738.0,9.1,6.0,13.9,0.0,0.0,0.0
36,36,301,2016-03-09,13,0,0,0,0,0,8,0,0,0,3,0,2,0,0,0,0,0,0,16,0,0,3,0,0,0,7739.0,7739.0,7.2,3.5,11.9,2.4,0.0,0.0
37,37,302,2016-03-10,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7740.0,7740.0,8.4,6.9,9.8,6.8,0.0,0.0
38,38,303,2016-03-11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7741.0,7741.0,8.6,7.5,10.5,2.7,0.0,0.0
39,39,304,2016-03-12,47,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,43,0,0,0,0,1,0,7742.0,7742.0,9.2,7.7,13.0,0.0,0.0,0.0
40,40,305,2016-03-13,25,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,2,0,1,0,7743.0,7743.0,9.1,7.7,11.1,0.0,0.0,0.0
41,41,306,2016-03-14,40,0,0,0,6,0,14,0,0,0,3,0,3,0,0,0,0,0,0,17,0,0,7,0,0,0,7744.0,7744.0,8.0,4.8,11.5,0.4,0.0,0.0
42,42,307,2016-03-15,6,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7745.0,7745.0,5.7,1.6,10.4,0.0,0.0,0.0
43,43,308,2016-03-16,24,0,0,0,2,0,9,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,7746.0,7746.0,6.9,4.2,11.2,0.0,0.0,0.0
44,44,309,2016-03-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,7747.0,7747.0,6.9,1.9,12.9,0.0,0.0,0.0
45,45,310,2016-03-18,6,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,7748.0,7748.0,8.0,2.2,13.8,0.0,0.0,0.0
46,46,311,2016-03-19,17,0,0,0,8,0,23,0,0,1,15,0,1,0,0,0,0,0,0,11,0,0,6,0,18,0,7749.0,7749.0,8.7,4.5,13.4,0.0,0.0,0.0
47,47,312,2016-03-20,19,0,0,0,11,0,45,0,0,5,19,0,0,0,0,0,0,0,0,6,0,0,16,0,1,0,7750.0,7750.0,10.9,6.8,15.9,0.0,0.0,0.0
48,48,313,2016-03-21,36,0,0,0,10,0,34,0,0,0,55,0,4,0,0,0,0,0,0,6,0,0,10,0,6,0,7751.0,7751.0,11.4,9.5,13.8,12.6,0.0,0.0
49,49,314,2016-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7752.0,7752.0,7.3,6.4,11.5,17.3,0.0,0.0
50,50,315,2016-03-23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7753.0,7753.0,5.2,4.7,6.7,14.0,0.0,0.0
51,51,316,2016-03-24,49,0,0,0,9,0,21,0,0,0,1,0,3,0,0,0,0,0,0,6,0,0,7,0,3,0,7754.0,7754.0,6.7,4.6,10.2,0.0,0.0,0.0
52,52,317,2016-03-25,26,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,2,0,7755.0,7755.0,5.4,0.6,10.5,0.0,0.0,0.0
53,53,318,2016-03-26,14,2,0,0,5,0,12,0,0,23,1,0,3,0,0,0,0,0,0,2,0,0,4,0,0,0,7756.0,7756.0,8.2,4.5,12.7,14.5,0.0,0.0
54,54,319,2016-03-27,9,1,0,0,16,0,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,7757.0,7757.0,8.3,5.8,12.6,0.0,0.0,0.0
55,55,320,2016-03-28,13,0,0,0,25,0,26,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,7758.0,7758.0,10.5,4.2,15.3,1.3,0.0,0.0
56,56,321,2016-03-29,26,0,0,0,45,0,258,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,7759.0,7759.0,13.8,10.1,18.9,0.0,0.0,0.0
57,57,322,2016-03-30,19,0,0,0,58,0,201,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,1,0,7760.0,7760.0,15.9,9.4,21.5,0.0,0.0,0.0
58,58,323,2016-03-31,68,0,0,0,110,0,259,0,0,0,25,0,80,0,0,0,0,0,1,0,89,0,90,0,0,0,7761.0,7761.0,18.9,13.0,25.0,0.0,0.0,0.0
59,59,324,2016-04-01,133,0,0,0,169,0,295,0,0,0,35,0,251,0,0,0,0,0,0,0,201,0,156,0,0,0,7762.0,7762.0,21.8,15.6,27.4,0.0,0.0,0.0
60,60,325,2016-04-02,176,0,0,0,296,0,410,0,0,0,32,0,280,4,0,0,0,0,1,3,276,0,343,0,1,0,7763.0,7763.0,12.7,7.1,20.4,0.0,0.0,0.0
61,61,326,2016-04-03,137,0,0,0,189,0,394,0,0,0,0,0,132,8,0,0,0,0,0,0,102,0,103,0,0,0,7764.0,7764.0,15.7,9.6,23.6,0.0,0.0,0.0
62,62,327,2016-04-04,258,0,0,0,176,0,245,0,0,0,6,0,79,0,0,0,0,2,0,0,13,0,15,0,2,0,7765.0,7765.0,19.2,12.0,26.3,0.0,0.0,0.0
63,63,328,2016-04-05,134,0,0,0,70,0,192,0,0,0,5,6,31,0,21,1,0,2,0,2,216,0,3,0,0,0,7766.0,7766.0,21.1,12.7,28.5,0.0,0.0,0.0
64,64,329,2016-04-06,119,0,0,0,57,0,199,0,0,0,0,1,10,0,31,0,0,9,0,0,325,0,0,0,0,0,7767.0,7767.0,19.6,14.2,26.9,0.0,0.0,0.0
65,65,330,2016-04-07,107,0,0,0,109,0,186,0,0,0,7,13,87,58,68,0,0,100,0,2,276,0,162,0,0,0,7768.0,7768.0,21.3,15.7,28.9,0.0,0.0,0.0
66,66,331,2016-04-08,133,0,0,0,69,0,142,0,0,0,45,6,88,16,43,0,0,51,1,0,160,0,226,0,0,0,7769.0,7769.0,18.6,14.5,23.0,0.2,0.0,0.0
67,67,332,2016-04-09,32,0,0,0,33,0,34,0,0,0,26,1,19,1,11,0,0,10,0,0,19,0,51,0,0,2,7770.0,7770.0,12.7,11.7,14.5,3.6,0.0,0.0
68,68,333,2016-04-10,6,0,0,0,3,0,5,0,0,0,0,6,25,0,19,0,0,55,0,0,13,0,7,0,0,4,7771.0,7771.0,10.5,8.9,12.7,0.0,0.0,0.0
69,69,334,2016-04-11,34,0,0,0,11,0,43,0,0,0,12,5,38,5,29,0,0,23,2,0,54,0,44,0,1,1,7772.0,7772.0,12.7,9.4,17.3,0.0,0.0,0.0
70,70,335,2016-04-12,10,0,0,0,60,0,13,0,0,0,19,2,1,34,36,3,0,22,1,0,52,0,29,0,0,15,7773.0,7773.0,16.6,8.4,24.1,0.0,0.0,0.0
71,71,336,2016-04-13,105,0,0,0,145,0,89,0,0,0,1,7,1,28,107,0,0,22,1,0,140,0,4,0,0,8,7774.0,7774.0,18.8,11.5,25.2,0.0,0.0,0.0
72,72,337,2016-04-14,172,0,0,0,95,0,207,0,0,0,0,5,16,9,71,0,0,0,0,0,42,0,6,0,0,0,7775.0,7775.0,15.3,11.2,20.2,5.8,0.0,0.0
73,73,338,2016-04-15,13,0,0,0,26,0,4,0,0,0,0,3,7,8,33,0,0,9,0,0,6,0,14,0,0,5,7776.0,7776.0,14.6,8.4,20.4,0.0,0.0,0.0
74,74,339,2016-04-16,1,0,0,0,67,0,19,0,0,0,4,13,5,31,52,0,0,10,4,0,63,0,16,0,0,43,7777.0,7777.0,20.2,11.5,28.0,0.0,0.0,0.0
75,75,340,2016-04-17,6,0,0,0,101,0,18,0,0,0,0,36,3,15,243,2,0,14,9,0,50,0,19,0,0,28,7778.0,7778.0,22.3,14.5,29.5,0.0,0.0,0.0
76,76,341,2016-04-18,1,0,0,0,47,0,4,0,0,0,5,0,1,16,0,5,0,1,2,0,26,0,4,0,0,19,7779.0,7779.0,22.3,17.2,28.8,0.0,0.0,0.0
77,77,342,2016-04-19,0,0,0,0,20,0,6,0,0,0,4,0,1,16,0,3,0,17,3,0,0,0,13,0,0,8,7780.0,7780.0,16.3,11.1,20.0,3.2,0.0,0.0
78,78,343,2016-04-20,0,0,0,0,145,0,3,0,0,0,1,4,0,14,19,29,0,17,0,0,7,0,15,0,0,28,7781.0,7781.0,11.5,7.8,17.0,0.0,0.0,0.0
79,79,344,2016-04-21,0,0,0,0,25,0,4,0,0,0,1,0,0,1,8,4,0,6,0,0,1,0,5,1,0,3,7782.0,7782.0,12.2,5.1,19.0,0.0,0.0,0.0
80,80,345,2016-04-22,0,0,0,0,24,5,15,0,0,0,1,1,0,2,10,2,0,5,0,0,0,0,1,0,0,28,7783.0,7783.0,16.1,9.1,22.0,0.0,0.0,0.0
81,81,346,2016-04-23,9,0,0,0,41,7,37,0,0,0,2,4,0,2,31,0,0,0,3,0,2,0,3,0,0,0,7784.0,7784.0,17.2,10.3,24.3,0.1,0.0,0.0
82,82,347,2016-04-24,6,0,0,0,13,1,4,0,0,0,6,4,0,2,10,0,0,0,3,0,0,0,0,1,0,0,7785.0,7785.0,10.4,6.7,15.6,15.9,0.0,0.0
83,83,348,2016-04-25,2,0,0,0,2,0,6,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,7786.0,7786.0,5.3,4.3,7.0,12.6,0.0,0.0
84,84,349,2016-04-26,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,2,0,1,0,0,0,7787.0,7787.0,7.9,2.4,13.5,0.0,0.0,0.0
85,85,350,2016-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7788.0,7788.0,13.9,5.6,21.0,0.0,0.0,0.0
86,86,351,2016-04-28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,7789.0,7789.0,11.0,6.4,16.4,12.4,0.0,0.0
87,87,352,2016-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,7790.0,7790.0,10.6,9.0,13.4,0.1,0.0,0.0
88,88,353,2016-04-30,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7791.0,7791.0,12.0,9.0,16.1,0.0,0.0,0.0
89,89,354,2016-05-01,2,0,0,0,5,0,4,0,0,0,3,0,2,5,2,9,0,5,0,0,3,0,6,0,0,0,7792.0,7792.0,14.1,9.4,19.2,9.3,0.0,0.0
90,90,355,2016-05-02,0,0,0,0,3,0,1,0,0,0,1,1,0,3,8,1,0,4,6,0,1,0,2,0,0,2,7793.0,7793.0,13.3,11.6,15.5,1.3,0.0,0.0
91,91,356,2016-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7794.0,7794.0,12.0,10.6,14.8,11.6,0.0,0.0
92,92,357,2016-05-04,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,7795.0,7795.0,12.3,10.0,16.3,0.9,0.0,0.0
93,93,358,2016-05-05,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,11,1,0,29,0,0,0,2,0,0,6,7796.0,7796.0,13.7,9.3,20.2,0.0,0.0,0.0
94,94,359,2016-05-06,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,9,0,0,41,0,0,0,6,0,0,4,7797.0,7797.0,15.7,9.9,21.4,0.0,0.0,0.0
95,95,360,2016-05-07,0,0,0,0,129,1,0,0,0,0,0,1,0,1,0,2,0,0,31,0,2,0,2,0,0,4,7798.0,7798.0,16.6,10.9,22.6,0.0,0.0,0.0
96,96,361,2016-05-08,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0,1,7799.0,7799.0,16.8,10.6,21.1,0.0,0.0,0.0
97,97,362,2016-05-09,1,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7800.0,7800.0,17.1,11.1,22.8,0.0,0.0,0.0
98,98,363,2016-05-10,0,0,0,0,1,2,0,0,0,0,0,0,0,4,2,0,0,0,6,0,0,1,0,0,0,2,7801.0,7801.0,15.7,11.3,21.6,1.9,0.0,0.0
99,99,364,2016-05-11,0,0,0,0,2,6,0,0,0,0,0,0,0,1,3,2,0,0,11,0,0,2,1,0,0,17,7802.0,7802.0,17.6,13.2,23.4,0.0,0.0,0.0
100,100,365,2016-05-12,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1,7803.0,7803.0,17.4,14.6,21.8,18.2,0.0,0.0
101,101,366,2016-05-13,0,0,0,0,1,5,0,0,0,0,0,1,0,0,1,23,0,0,23,0,0,2,2,0,0,17,7804.0,7804.0,18.2,12.1,24.0,0.1,0.0,0.0
102,102,367,2016-05-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,12,0,0,10,0,1,3,0,0,0,0,7805.0,7805.0,17.1,14.0,22.5,2.6,0.0,0.0
103,103,368,2016-05-15,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,20,0,0,1,0,0,1,4,1,0,19,7806.0,7806.0,13.5,8.4,17.7,5.8,0.0,0.0
104,104,369,2016-05-16,6,0,0,0,2,0,0,0,0,0,1,0,0,3,3,1,0,0,5,0,4,0,0,1,0,6,7807.0,7807.0,11.1,7.4,16.3,0.0,0.0,0.0
105,105,370,2016-05-17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,7808.0,7808.0,12.8,6.1,18.6,0.0,0.0,0.0
106,106,371,2016-05-18,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,4,1,0,24,0,6,0,3,0,0,6,7809.0,7809.0,14.9,10.2,20.0,0.0,0.0,0.0
107,107,372,2016-05-19,2,0,0,0,2,1,1,0,0,0,1,0,0,1,0,6,0,0,62,0,4,0,1,0,0,18,7810.0,7810.0,18.6,13.2,23.6,0.0,0.0,0.0
108,108,373,2016-05-20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,1,0,43,0,0,0,0,1,0,14,7811.0,7811.0,16.4,14.3,18.8,0.0,0.0,0.0
109,109,374,2016-05-21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,52,0,0,1,0,1,0,32,7812.0,7812.0,19.0,12.2,25.3,0.0,0.0,0.0
110,110,375,2016-05-22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,1,0,82,0,0,6,0,4,0,41,7813.0,7813.0,19.6,12.2,26.5,0.0,0.0,0.0
111,111,376,2016-05-23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,2,0,65,0,0,4,0,1,0,56,7814.0,7814.0,23.5,16.7,29.0,0.3,0.0,0.0
112,112,377,2016-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,63,0,0,5,0,21,0,33,7815.0,7815.0,17.3,15.3,24.0,7.2,0.0,0.0
113,113,378,2016-05-25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,43,1,0,6,0,0,1,0,7,0,16,7816.0,7816.0,16.6,12.5,21.9,12.1,0.0,0.0
114,114,379,2016-05-26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,1,0,7,0,0,0,0,1,0,28,7817.0,7817.0,19.2,13.6,25.2,0.0,0.0,0.0
115,115,380,2016-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,48,0,0,2,0,4,0,117,7818.0,7818.0,21.7,14.5,28.0,0.0,0.0,0.0
116,116,381,2016-05-28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,9,0,19,0,0,4,0,3,0,159,7819.0,7819.0,24.3,17.8,30.1,0.0,0.0,0.0
117,117,382,2016-05-29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,46,15,0,33,0,0,4,0,15,0,128,7820.0,7820.0,25.2,20.4,31.1,0.0,0.0,0.0
118,118,383,2016-05-30,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,72,4,0,80,0,0,0,0,38,0,32,7821.0,7821.0,24.7,20.3,29.0,0.0,0.0,0.0
119,119,384,2016-05-31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,48,0,0,0,0,15,0,19,7822.0,7822.0,23.2,18.1,28.0,0.0,0.0,0.0
120,120,385,2016-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,11,0,0,0,0,1,0,45,7823.0,7823.0,20.3,15.8,26.2,24.4,0.0,0.0
121,121,386,2016-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,2,0,27,7824.0,7824.0,19.2,14.1,24.5,7.8,0.0,0.0
122,122,387,2016-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0,0,0,0,0,0,13,7825.0,7825.0,19.3,13.8,24.6,1.0,0.0,0.0
123,123,388,2016-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,36,7826.0,7826.0,20.1,16.2,24.3,2.2,0.0,0.0
124,124,389,2016-06-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,24,0,26,7827.0,7827.0,21.1,15.7,26.8,11.5,0.0,0.0
125,125,390,2016-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,31,0,0,0,0,22,0,28,7828.0,7828.0,18.7,16.3,23.3,0.0,0.0,0.0
126,126,391,2016-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,8,0,15,7829.0,7829.0,19.2,15.8,23.5,0.0,0.0,0.0
127,127,392,2016-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,21,7830.0,7830.0,18.8,11.7,24.3,0.0,0.0,0.0
128,128,393,2016-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,2,0,17,0,59,7831.0,7831.0,20.8,15.3,26.7,0.0,0.0,0.0
129,129,394,2016-06-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,26,0,0,0,0,19,0,40,7832.0,7832.0,20.7,16.6,25.7,0.0,0.0,0.0
130,130,395,2016-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,22,0,0,0,0,82,0,43,7833.0,7833.0,21.3,17.9,27.2,3.9,0.0,0.0
131,131,396,2016-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,14,0,0,2,0,34,0,118,7834.0,7834.0,20.0,17.5,25.4,10.6,0.0,0.0
132,132,397,2016-06-13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,21,17,0,0,0,0,60,0,31,7835.0,7835.0,18.8,16.0,22.7,3.4,0.0,0.0
133,133,398,2016-06-14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,13,0,0,1,0,45,0,47,7836.0,7836.0,20.7,15.8,26.3,1.0,0.0,0.0
134,134,399,2016-06-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,23,0,0,0,0,37,0,36,7837.0,7837.0,21.9,17.0,28.2,0.4,0.0,0.0
135,135,400,2016-06-16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,31,0,36,0,0,0,0,78,0,159,7838.0,7838.0,25.4,18.4,30.4,0.0,0.0,0.0
