,Unnamed: 0_x,location,date,ACER,ALNUS,AMBROSIA,ARTEMISIA,BETULA,CANNABACEAE,CARPINUS,CELTIS,CHENOP/AMAR.,CORYLUS,CUPRESS/TAXA.,FAGUS,FRAXINUS,JUGLANS,MORACEAE,PINACEAE,PLANTAGO,PLATANUS,POACEAE,POPULUS,QUERCUS,RUMEX,SALIX,TILIA,ULMACEAE,URTICACEAE,Unnamed: 0.1,Unnamed: 0_y,tavg,tmin,tmax,prcp,wdir,wspd
22,287,БЕОГРАД - НОВИ БЕОГРАД,2016-02-24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7725.0,7725.0,7.3,4.3,13.0,0.1,0.0,0.0
23,288,БЕОГРАД - НОВИ БЕОГРАД,2016-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7726.0,7726.0,6.0,1.6,11.7,2.7,0.0,0.0
24,289,БЕОГРАД - НОВИ БЕОГРАД,2016-02-26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7727.0,7727.0,5.2,3.8,9.1,6.3,0.0,0.0
25,290,БЕОГРАД - НОВИ БЕОГРАД,2016-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7728.0,7728.0,6.8,3.3,11.7,0.0,0.0,0.0
26,291,БЕОГРАД - НОВИ БЕОГРАД,2016-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7729.0,7729.0,8.8,6.5,12.7,0.0,0.0,0.0
27,292,БЕОГРАД - НОВИ БЕОГРАД,2016-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7730.0,7730.0,10.8,8.4,15.9,3.4,0.0,0.0
28,293,БЕОГРАД - НОВИ БЕОГРАД,2016-03-01,6,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0,0,16,0,0,5,0,5,0,7731.0,7731.0,8.9,5.7,14.0,1.0,0.0,0.0
29,294,БЕОГРАД - НОВИ БЕОГРАД,2016-03-02,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,4,0,7732.0,7732.0,6.1,3.5,10.5,0.0,0.0,0.0
30,295,БЕОГРАД - НОВИ БЕОГРАД,2016-03-03,26,0,0,0,1,0,7,0,0,0,4,0,3,0,0,0,0,0,0,31,2,0,4,0,2,0,7733.0,7733.0,9.0,3.8,14.9,6.6,0.0,0.0
31,296,БЕОГРАД - НОВИ БЕОГРАД,2016-03-04,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,7734.0,7734.0,5.7,4.4,11.1,0.0,0.0,0.0
32,297,БЕОГРАД - НОВИ БЕОГРАД,2016-03-05,52,0,0,0,0,0,23,0,0,0,15,0,8,0,0,0,0,0,0,62,2,0,3,0,3,0,7735.0,7735.0,9.6,3.7,15.4,0.0,0.0,0.0
33,298,БЕОГРАД - НОВИ БЕОГРАД,2016-03-06,63,0,0,0,0,0,9,0,0,0,20,0,1,0,0,0,0,0,0,49,0,0,0,0,1,0,7736.0,7736.0,10.3,8.4,13.2,17.5,0.0,0.0
34,299,БЕОГРАД - НОВИ БЕОГРАД,2016-03-07,76,0,0,0,4,0,19,0,0,0,4,0,4,0,0,0,0,0,0,57,0,0,5,0,0,0,7737.0,7737.0,10.0,7.0,13.8,2.1,0.0,0.0
35,300,БЕОГРАД - НОВИ БЕОГРАД,2016-03-08,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,7738.0,7738.0,9.1,6.0,13.9,0.0,0.0,0.0
36,301,БЕОГРАД - НОВИ БЕОГРАД,2016-03-09,13,0,0,0,0,0,8,0,0,0,3,0,2,0,0,0,0,0,0,16,0,0,3,0,0,0,7739.0,7739.0,7.2,3.5,11.9,2.4,0.0,0.0
37,302,БЕОГРАД - НОВИ БЕОГРАД,2016-03-10,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7740.0,7740.0,8.4,6.9,9.8,6.8,0.0,0.0
38,303,БЕОГРАД - НОВИ БЕОГРАД,2016-03-11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7741.0,7741.0,8.6,7.5,10.5,2.7,0.0,0.0
39,304,БЕОГРАД - НОВИ БЕОГРАД,2016-03-12,47,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,43,0,0,0,0,1,0,7742.0,7742.0,9.2,7.7,13.0,0.0,0.0,0.0
40,305,БЕОГРАД - НОВИ БЕОГРАД,2016-03-13,25,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,2,0,1,0,7743.0,7743.0,9.1,7.7,11.1,0.0,0.0,0.0
41,306,БЕОГРАД - НОВИ БЕОГРАД,2016-03-14,40,0,0,0,6,0,14,0,0,0,3,0,3,0,0,0,0,0,0,17,0,0,7,0,0,0,7744.0,7744.0,8.0,4.8,11.5,0.4,0.0,0.0
42,307,БЕОГРАД - НОВИ БЕОГРАД,2016-03-15,6,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7745.0,7745.0,5.7,1.6,10.4,0.0,0.0,0.0
43,308,БЕОГРАД - НОВИ БЕОГРАД,2016-03-16,24,0,0,0,2,0,9,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,7746.0,7746.0,6.9,4.2,11.2,0.0,0.0,0.0
44,309,БЕОГРАД - НОВИ БЕОГРАД,2016-03-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,7747.0,7747.0,6.9,1.9,12.9,0.0,0.0,0.0
45,310,БЕОГРАД - НОВИ БЕОГРАД,2016-03-18,6,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,7748.0,7748.0,8.0,2.2,13.8,0.0,0.0,0.0
46,311,БЕОГРАД - НОВИ БЕОГРАД,2016-03-19,17,0,0,0,8,0,23,0,0,1,15,0,1,0,0,0,0,0,0,11,0,0,6,0,18,0,7749.0,7749.0,8.7,4.5,13.4,0.0,0.0,0.0
47,312,БЕОГРАД - НОВИ БЕОГРАД,2016-03-20,19,0,0,0,11,0,45,0,0,5,19,0,0,0,0,0,0,0,0,6,0,0,16,0,1,0,7750.0,7750.0,10.9,6.8,15.9,0.0,0.0,0.0
48,313,БЕОГРАД - НОВИ БЕОГРАД,2016-03-21,36,0,0,0,10,0,34,0,0,0,55,0,4,0,0,0,0,0,0,6,0,0,10,0,6,0,7751.0,7751.0,11.4,9.5,13.8,12.6,0.0,0.0
49,314,БЕОГРАД - НОВИ БЕОГРАД,2016-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7752.0,7752.0,7.3,6.4,11.5,17.3,0.0,0.0
50,315,БЕОГРАД - НОВИ БЕОГРАД,2016-03-23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7753.0,7753.0,5.2,4.7,6.7,14.0,0.0,0.0
51,316,БЕОГРАД - НОВИ БЕОГРАД,2016-03-24,49,0,0,0,9,0,21,0,0,0,1,0,3,0,0,0,0,0,0,6,0,0,7,0,3,0,7754.0,7754.0,6.7,4.6,10.2,0.0,0.0,0.0
52,317,БЕОГРАД - НОВИ БЕОГРАД,2016-03-25,26,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,2,0,7755.0,7755.0,5.4,0.6,10.5,0.0,0.0,0.0
53,318,БЕОГРАД - НОВИ БЕОГРАД,2016-03-26,14,2,0,0,5,0,12,0,0,23,1,0,3,0,0,0,0,0,0,2,0,0,4,0,0,0,7756.0,7756.0,8.2,4.5,12.7,14.5,0.0,0.0
54,319,БЕОГРАД - НОВИ БЕОГРАД,2016-03-27,9,1,0,0,16,0,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,7757.0,7757.0,8.3,5.8,12.6,0.0,0.0,0.0
55,320,БЕОГРАД - НОВИ БЕОГРАД,2016-03-28,13,0,0,0,25,0,26,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,7758.0,7758.0,10.5,4.2,15.3,1.3,0.0,0.0
56,321,БЕОГРАД - НОВИ БЕОГРАД,2016-03-29,26,0,0,0,45,0,258,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,7759.0,7759.0,13.8,10.1,18.9,0.0,0.0,0.0
57,322,БЕОГРАД - НОВИ БЕОГРАД,2016-03-30,19,0,0,0,58,0,201,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,1,0,7760.0,7760.0,15.9,9.4,21.5,0.0,0.0,0.0
58,323,БЕОГРАД - НОВИ БЕОГРАД,2016-03-31,68,0,0,0,110,0,259,0,0,0,25,0,80,0,0,0,0,0,1,0,89,0,90,0,0,0,7761.0,7761.0,18.9,13.0,25.0,0.0,0.0,0.0
59,324,БЕОГРАД - НОВИ БЕОГРАД,2016-04-01,133,0,0,0,169,0,295,0,0,0,35,0,251,0,0,0,0,0,0,0,201,0,156,0,0,0,7762.0,7762.0,21.8,15.6,27.4,0.0,0.0,0.0
60,325,БЕОГРАД - НОВИ БЕОГРАД,2016-04-02,176,0,0,0,296,0,410,0,0,0,32,0,280,4,0,0,0,0,1,3,276,0,343,0,1,0,7763.0,7763.0,12.7,7.1,20.4,0.0,0.0,0.0
61,326,БЕОГРАД - НОВИ БЕОГРАД,2016-04-03,137,0,0,0,189,0,394,0,0,0,0,0,132,8,0,0,0,0,0,0,102,0,103,0,0,0,7764.0,7764.0,15.7,9.6,23.6,0.0,0.0,0.0
62,327,БЕОГРАД - НОВИ БЕОГРАД,2016-04-04,258,0,0,0,176,0,245,0,0,0,6,0,79,0,0,0,0,2,0,0,13,0,15,0,2,0,7765.0,7765.0,19.2,12.0,26.3,0.0,0.0,0.0
63,328,БЕОГРАД - НОВИ БЕОГРАД,2016-04-05,134,0,0,0,70,0,192,0,0,0,5,6,31,0,21,1,0,2,0,2,216,0,3,0,0,0,7766.0,7766.0,21.1,12.7,28.5,0.0,0.0,0.0
64,329,БЕОГРАД - НОВИ БЕОГРАД,2016-04-06,119,0,0,0,57,0,199,0,0,0,0,1,10,0,31,0,0,9,0,0,325,0,0,0,0,0,7767.0,7767.0,19.6,14.2,26.9,0.0,0.0,0.0
65,330,БЕОГРАД - НОВИ БЕОГРАД,2016-04-07,107,0,0,0,109,0,186,0,0,0,7,13,87,58,68,0,0,100,0,2,276,0,162,0,0,0,7768.0,7768.0,21.3,15.7,28.9,0.0,0.0,0.0
66,331,БЕОГРАД - НОВИ БЕОГРАД,2016-04-08,133,0,0,0,69,0,142,0,0,0,45,6,88,16,43,0,0,51,1,0,160,0,226,0,0,0,7769.0,7769.0,18.6,14.5,23.0,0.2,0.0,0.0
67,332,БЕОГРАД - НОВИ БЕОГРАД,2016-04-09,32,0,0,0,33,0,34,0,0,0,26,1,19,1,11,0,0,10,0,0,19,0,51,0,0,2,7770.0,7770.0,12.7,11.7,14.5,3.6,0.0,0.0
68,333,БЕОГРАД - НОВИ БЕОГРАД,2016-04-10,6,0,0,0,3,0,5,0,0,0,0,6,25,0,19,0,0,55,0,0,13,0,7,0,0,4,7771.0,7771.0,10.5,8.9,12.7,0.0,0.0,0.0
69,334,БЕОГРАД - НОВИ БЕОГРАД,2016-04-11,34,0,0,0,11,0,43,0,0,0,12,5,38,5,29,0,0,23,2,0,54,0,44,0,1,1,7772.0,7772.0,12.7,9.4,17.3,0.0,0.0,0.0
70,335,БЕОГРАД - НОВИ БЕОГРАД,2016-04-12,10,0,0,0,60,0,13,0,0,0,19,2,1,34,36,3,0,22,1,0,52,0,29,0,0,15,7773.0,7773.0,16.6,8.4,24.1,0.0,0.0,0.0
71,336,БЕОГРАД - НОВИ БЕОГРАД,2016-04-13,105,0,0,0,145,0,89,0,0,0,1,7,1,28,107,0,0,22,1,0,140,0,4,0,0,8,7774.0,7774.0,18.8,11.5,25.2,0.0,0.0,0.0
72,337,БЕОГРАД - НОВИ БЕОГРАД,2016-04-14,172,0,0,0,95,0,207,0,0,0,0,5,16,9,71,0,0,0,0,0,42,0,6,0,0,0,7775.0,7775.0,15.3,11.2,20.2,5.8,0.0,0.0
73,338,БЕОГРАД - НОВИ БЕОГРАД,2016-04-15,13,0,0,0,26,0,4,0,0,0,0,3,7,8,33,0,0,9,0,0,6,0,14,0,0,5,7776.0,7776.0,14.6,8.4,20.4,0.0,0.0,0.0
74,339,БЕОГРАД - НОВИ БЕОГРАД,2016-04-16,1,0,0,0,67,0,19,0,0,0,4,13,5,31,52,0,0,10,4,0,63,0,16,0,0,43,7777.0,7777.0,20.2,11.5,28.0,0.0,0.0,0.0
75,340,БЕОГРАД - НОВИ БЕОГРАД,2016-04-17,6,0,0,0,101,0,18,0,0,0,0,36,3,15,243,2,0,14,9,0,50,0,19,0,0,28,7778.0,7778.0,22.3,14.5,29.5,0.0,0.0,0.0
76,341,БЕОГРАД - НОВИ БЕОГРАД,2016-04-18,1,0,0,0,47,0,4,0,0,0,5,0,1,16,0,5,0,1,2,0,26,0,4,0,0,19,7779.0,7779.0,22.3,17.2,28.8,0.0,0.0,0.0
77,342,БЕОГРАД - НОВИ БЕОГРАД,2016-04-19,0,0,0,0,20,0,6,0,0,0,4,0,1,16,0,3,0,17,3,0,0,0,13,0,0,8,7780.0,7780.0,16.3,11.1,20.0,3.2,0.0,0.0
78,343,БЕОГРАД - НОВИ БЕОГРАД,2016-04-20,0,0,0,0,145,0,3,0,0,0,1,4,0,14,19,29,0,17,0,0,7,0,15,0,0,28,7781.0,7781.0,11.5,7.8,17.0,0.0,0.0,0.0
79,344,БЕОГРАД - НОВИ БЕОГРАД,2016-04-21,0,0,0,0,25,0,4,0,0,0,1,0,0,1,8,4,0,6,0,0,1,0,5,1,0,3,7782.0,7782.0,12.2,5.1,19.0,0.0,0.0,0.0
80,345,БЕОГРАД - НОВИ БЕОГРАД,2016-04-22,0,0,0,0,24,5,15,0,0,0,1,1,0,2,10,2,0,5,0,0,0,0,1,0,0,28,7783.0,7783.0,16.1,9.1,22.0,0.0,0.0,0.0
81,346,БЕОГРАД - НОВИ БЕОГРАД,2016-04-23,9,0,0,0,41,7,37,0,0,0,2,4,0,2,31,0,0,0,3,0,2,0,3,0,0,0,7784.0,7784.0,17.2,10.3,24.3,0.1,0.0,0.0
82,347,БЕОГРАД - НОВИ БЕОГРАД,2016-04-24,6,0,0,0,13,1,4,0,0,0,6,4,0,2,10,0,0,0,3,0,0,0,0,1,0,0,7785.0,7785.0,10.4,6.7,15.6,15.9,0.0,0.0
83,348,БЕОГРАД - НОВИ БЕОГРАД,2016-04-25,2,0,0,0,2,0,6,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,7786.0,7786.0,5.3,4.3,7.0,12.6,0.0,0.0
84,349,БЕОГРАД - НОВИ БЕОГРАД,2016-04-26,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,2,0,1,0,0,0,7787.0,7787.0,7.9,2.4,13.5,0.0,0.0,0.0
85,350,БЕОГРАД - НОВИ БЕОГРАД,2016-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7788.0,7788.0,13.9,5.6,21.0,0.0,0.0,0.0
86,351,БЕОГРАД - НОВИ БЕОГРАД,2016-04-28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4,7789.0,7789.0,11.0,6.4,16.4,12.4,0.0,0.0
87,352,БЕОГРАД - НОВИ БЕОГРАД,2016-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,7790.0,7790.0,10.6,9.0,13.4,0.1,0.0,0.0
88,353,БЕОГРАД - НОВИ БЕОГРАД,2016-04-30,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7791.0,7791.0,12.0,9.0,16.1,0.0,0.0,0.0
89,354,БЕОГРАД - НОВИ БЕОГРАД,2016-05-01,2,0,0,0,5,0,4,0,0,0,3,0,2,5,2,9,0,5,0,0,3,0,6,0,0,0,7792.0,7792.0,14.1,9.4,19.2,9.3,0.0,0.0
90,355,БЕОГРАД - НОВИ БЕОГРАД,2016-05-02,0,0,0,0,3,0,1,0,0,0,1,1,0,3,8,1,0,4,6,0,1,0,2,0,0,2,7793.0,7793.0,13.3,11.6,15.5,1.3,0.0,0.0
91,356,БЕОГРАД - НОВИ БЕОГРАД,2016-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7794.0,7794.0,12.0,10.6,14.8,11.6,0.0,0.0
92,357,БЕОГРАД - НОВИ БЕОГРАД,2016-05-04,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,7795.0,7795.0,12.3,10.0,16.3,0.9,0.0,0.0
93,358,БЕОГРАД - НОВИ БЕОГРАД,2016-05-05,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,11,1,0,29,0,0,0,2,0,0,6,7796.0,7796.0,13.7,9.3,20.2,0.0,0.0,0.0
94,359,БЕОГРАД - НОВИ БЕОГРАД,2016-05-06,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,9,0,0,41,0,0,0,6,0,0,4,7797.0,7797.0,15.7,9.9,21.4,0.0,0.0,0.0
95,360,БЕОГРАД - НОВИ БЕОГРАД,2016-05-07,0,0,0,0,129,1,0,0,0,0,0,1,0,1,0,2,0,0,31,0,2,0,2,0,0,4,7798.0,7798.0,16.6,10.9,22.6,0.0,0.0,0.0
96,361,БЕОГРАД - НОВИ БЕОГРАД,2016-05-08,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0,1,7799.0,7799.0,16.8,10.6,21.1,0.0,0.0,0.0
97,362,БЕОГРАД - НОВИ БЕОГРАД,2016-05-09,1,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7800.0,7800.0,17.1,11.1,22.8,0.0,0.0,0.0
98,363,БЕОГРАД - НОВИ БЕОГРАД,2016-05-10,0,0,0,0,1,2,0,0,0,0,0,0,0,4,2,0,0,0,6,0,0,1,0,0,0,2,7801.0,7801.0,15.7,11.3,21.6,1.9,0.0,0.0
99,364,БЕОГРАД - НОВИ БЕОГРАД,2016-05-11,0,0,0,0,2,6,0,0,0,0,0,0,0,1,3,2,0,0,11,0,0,2,1,0,0,17,7802.0,7802.0,17.6,13.2,23.4,0.0,0.0,0.0
100,365,БЕОГРАД - НОВИ БЕОГРАД,2016-05-12,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1,7803.0,7803.0,17.4,14.6,21.8,18.2,0.0,0.0
101,366,БЕОГРАД - НОВИ БЕОГРАД,2016-05-13,0,0,0,0,1,5,0,0,0,0,0,1,0,0,1,23,0,0,23,0,0,2,2,0,0,17,7804.0,7804.0,18.2,12.1,24.0,0.1,0.0,0.0
102,367,БЕОГРАД - НОВИ БЕОГРАД,2016-05-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,12,0,0,10,0,1,3,0,0,0,0,7805.0,7805.0,17.1,14.0,22.5,2.6,0.0,0.0
103,368,БЕОГРАД - НОВИ БЕОГРАД,2016-05-15,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,20,0,0,1,0,0,1,4,1,0,19,7806.0,7806.0,13.5,8.4,17.7,5.8,0.0,0.0
104,369,БЕОГРАД - НОВИ БЕОГРАД,2016-05-16,6,0,0,0,2,0,0,0,0,0,1,0,0,3,3,1,0,0,5,0,4,0,0,1,0,6,7807.0,7807.0,11.1,7.4,16.3,0.0,0.0,0.0
105,370,БЕОГРАД - НОВИ БЕОГРАД,2016-05-17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,7808.0,7808.0,12.8,6.1,18.6,0.0,0.0,0.0
106,371,БЕОГРАД - НОВИ БЕОГРАД,2016-05-18,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,4,1,0,24,0,6,0,3,0,0,6,7809.0,7809.0,14.9,10.2,20.0,0.0,0.0,0.0
107,372,БЕОГРАД - НОВИ БЕОГРАД,2016-05-19,2,0,0,0,2,1,1,0,0,0,1,0,0,1,0,6,0,0,62,0,4,0,1,0,0,18,7810.0,7810.0,18.6,13.2,23.6,0.0,0.0,0.0
108,373,БЕОГРАД - НОВИ БЕОГРАД,2016-05-20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,1,0,43,0,0,0,0,1,0,14,7811.0,7811.0,16.4,14.3,18.8,0.0,0.0,0.0
109,374,БЕОГРАД - НОВИ БЕОГРАД,2016-05-21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,52,0,0,1,0,1,0,32,7812.0,7812.0,19.0,12.2,25.3,0.0,0.0,0.0
110,375,БЕОГРАД - НОВИ БЕОГРАД,2016-05-22,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,1,0,82,0,0,6,0,4,0,41,7813.0,7813.0,19.6,12.2,26.5,0.0,0.0,0.0
111,376,БЕОГРАД - НОВИ БЕОГРАД,2016-05-23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,2,0,65,0,0,4,0,1,0,56,7814.0,7814.0,23.5,16.7,29.0,0.3,0.0,0.0
